,Tweet,score
9431,__label__POSITIVE USAirways stranding a student trying to get to Birmingham in CLT overnight wo any help  You can do better than that  avduffy,1
9432,__label__POSITIVE usairways really need help asap so please make it quick Thx,1
9433,__label__POSITIVE USAirways well that is not going to help Ivebeen on hold over  hrs amp my client wants his ff nbr in the record hes elite wAA,1
9434,__label__NEUTRAL usairways hi You lost my fathers wheelchair Every time we call we just get voicemail My dad needs it to go home Please DM me,0
9435,__label__NEUTRAL USAirways  segments  delayed Gnv gt CTL  CTL gt JAN  JAN gt CTL  CTL gt GNV My year off from flying with you guys was the way to go,0
9436,__label__POSITIVE USAirways is charging me  to NOT take my flight Lol That is the last time I fly with them,1
9437,__label__POSITIVE USAirways yes It says bag is being delivered The local number says Not Open Asked main  for cust service got hung up on,1
9438,__label__NEUTRAL usairways Row  flight  today if youre looking for specifics I can run to Home Depot for the WD you if you need,0
9439,__label__NEGATIVE USAirways seriously buy some WD for A operating flight  from GEG to Phoenix Every seat squeaks w every shift Still on ground,-1
9440,__label__POSITIVE USAirways I would happily wait in the terminal near food restrooms and non irritated passengers,1
9441,__label__NEUTRAL USAirways why let passengers on board when there was an issue Over an hour amp the pilot doesnt know when well leave,0
9442,__label__NEUTRAL USAirways anyone there to help Still on hold,0
9443,__label__NEUTRAL USAirways oh yay Now gate agents decide not to deal with upgrade list and just bump up whoever is closest,0
9444,__label__NEUTRAL USAirways site shows ontime but FlightAware site shows delayed Trying to decide if I get out in this ice to catch FLT  to PHX,0
9445,__label__NEGATIVE USAirways is the absolute worst airline  women were inconvenienced due to maintenance issues Stuck all over no care given,-1
9446,__label__NEGATIVE USAirways flights amp customer relations are extremely disappointing Faced too many problems to type apology towards a flight A JOKE,-1
9447,__label__NEGATIVE USAirways sitting here in PHL with all of your rude Customer Service Agents,-1
9448,__label__NEUTRAL USAirways AmericanAir  Can flight  get the paperwork inputted We should have taken off an hour  sittingontheplane hungry,0
9449,__label__NEUTRAL USAirways now on hold with customer care  Wonder if someone will pick up the phone before pm,0
9450,__label__NEUTRAL USAirways when will FLT  get a gate at DEN Over  minutes waiting with no information,0
9451,__label__POSITIVE USAirways lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents Thanks a lot Asha at DCA,1
9452,__label__NEUTRAL USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte Figure out how to take off and arrive on time,0
9453,__label__NEGATIVE USAirways Wow unbelievable how you treat your customers at Puerto Rico airport thumbsup,-1
9454,__label__NEGATIVE USAirways usually sorry doesnt involve moving people to middle seats and removing them from upgrade lists Guess thats a club perk,-1
9455,__label__POSITIVE USAirways dont worry Used own initiative and arriving much earlier than you planned for me,1
9456,__label__POSITIVE USAirways nice try at the gate making traveler after traveler put bags in the size guide because you oversold  Sorry minefits,1
9457,__label__NEGATIVE USAirways horrible service wrong plane arrived many confirmed passengers could not get on flight we paid for due to lack of seats flight,-1
9458,__label__NEUTRAL USAirways trying to book award travel leaving on redeye Sunday night after midnight Should I book the date in Sunday or Monday,0
9459,__label__NEGATIVE USAirways booked flight mnth ago seat CONFIRMED small plane arrived and was not allowed to board bcs no seat horrible service,-1
9460,__label__NEGATIVE USAirways Very frustrated checked bag in Logan was not given a luggage ticketnow luggage is lost amp no ownership from USAirways,-1
9461,__label__POSITIVE USAirways They were breathing very heavily but were super helpful Thank you,1
9462,__label__NEUTRAL USAirways Aye and nothing to do with an automated system which doesnt work properly Anyway got through to somebody,0
9463,__label__POSITIVE USAirways okay great Thank you,1
9464,__label__NEUTRAL USAirways now my rebooked connection is delayed,0
9465,__label__NEUTRAL USAirways I am in meetings in California and have no luggage,0
9466,__label__POSITIVE USAirways And the number your agent gave me to call says you are not open And the main number goes to a computer saying it is delivered,1
9467,__label__NEGATIVE USAirways any way to get your call center to answer for a OneWorld award Whenever try system says too busy and disconnect or endless hold,-1
9468,__label__NEGATIVE USAirways Why did you put my luggage on the plane after mine Then not deliver it to me like you said Now show the claim as closed online,-1
9469,__label__POSITIVE USAirways takes my money at once but then requires  to  days to process a refund Why does your auto attendant hang up usairwaysfail,1
9470,__label__NEGATIVE USAirways how long for a reply,-1
9471,__label__NEUTRAL USAirways Bag policy says stroller OR car seat  We need to bring  car seats and  stroller  Should I just call for details,0
9472,__label__NEUTRAL USAirways it was customer service like I have never seen before  Kudos to your organization,0
9473,__label__POSITIVE USAirways Who intentionally buys a flight with a  hour layover  And what kind of airline would charge  to fix it Wow usairways,1
9474,__label__NEUTRAL USAirways how do I get a hold of customer service Ive called multiple times amp have been on hold for  mins only to have to hang up,0
9475,__label__NEUTRAL USAirways is there a  or a time bracket I can call to fix this problemIve been attempting to fix this contact information issue for days,0
9476,__label__NEGATIVE USAirways I called the number and they said no one is available to take my callguys this is insane,-1
9477,__label__POSITIVE USAirways Cant book a flight online or over the phone Your customer service is usually great  anything you can do to help,1
9478,__label__NEGATIVE USAirways  AmericanAir was the worst experience Ive ever had flying Rude delays Cancelled Flightlations lack of updates and wasting our time,-1
9479,__label__NEUTRAL USAirways contact via FB messages Twitter DM or text,0
9480,__label__POSITIVE USAirways called x amp it says high call volumes call back At  a minute for international calls is there any way someone can contact me,1
9481,__label__NEGATIVE USAirways jhughes grr Couldnt book a flight via calling either ,-1
9482,__label__NEUTRAL USAirways delayed connection missed now extended layover how about a lounge pass for PHL ,0
9483,__label__POSITIVE USAirways Another twist in the plot Took off from Miami then had to return due to a unsecured cargo door most stressful vacation ever,1
9484,__label__POSITIVE USAirways she will be reaching out to you HARDWORKING mom just trying to do her best,1
9485,__label__POSITIVE USAirways great operation you guys are running More mechanical issues and now taping piece of plane together LOL httptcoIVwfbtuE,1
9486,__label__POSITIVE USAirways thanks Any idea when it will be resolved Id like to purchase my ticket,1
9487,__label__NEUTRAL USAirways Hi can you attach my AA FF LXA to reservation EKVM Thansk,0
9488,__label__POSITIVE USAirways When I check online it states status closed What does this mean As I have yet been able to reach a live person,1
9489,__label__NEUTRAL USAirways Your system is affected by the weather,0
9490,__label__POSITIVE USAirways we called and were able to get rescheduled Thank you for the quick responses today,1
9491,__label__NEGATIVE USAirways how do you get your aa frequent flyer number to appear in a USAir reservation Frustrating,-1
9492,__label__NEGATIVE USAirways Im unable to check in for flight  BOSDCA and havent heard if flight was Cancelled Flightedrescheduled Any updates,-1
9493,__label__NEUTRAL USAirways  AmericanAir dont forget without your customers you would be out of business epicfail usairwaysfail,0
9494,__label__POSITIVE USAirways Hi guys Are flights  and  still on time The site and app are both down and I cant check Thanks,1
9495,__label__POSITIVE USAirways AmericanAir hey since you  fed my wknd can I have day pass to admirals club or meal coupon or free coke blank stare,1
9496,__label__NEUTRAL USAirways  You Make the Reservation Well Make the Excuses usairwaysfail,0
9497,__label__NEUTRAL USAirways I listed my baggage claim number  Have them call me my number is on the ticket  I had to use Lady Speed Stick this morning,0
9498,__label__NEGATIVE USAirways Another dead end  They only handle AA LampF  They gave me the same failed  I already had  VM full  lost,-1
9499,__label__NEGATIVE USAirways  Houston Gate  customer Service needs to treat people with respect There are hardly people waiting chillpill usairwaysfail,-1
9500,__label__NEUTRAL USAirways over the phone I called the  number and she picked up almost immediately,0
9501,__label__NEUTRAL USAirways HutchinsJim Yes I made the flight and got my workout in too,0
9502,__label__NEUTRAL USAirways  amp  DFW to PSP thank you,0
9503,__label__POSITIVE USAirways  Thanks,1
9504,__label__NEUTRAL USAirways whats going on with your website amp mobile app Help,0
9505,__label__NEUTRAL USAirways We have submitted the customer relations form and await your response,0
9506,__label__NEGATIVE USAirways That is the height of rudeness and without question the worst customer service I have ever experienced,-1
9507,__label__NEGATIVE USAirways I NEED TO SPEAK TO SOMEBODY ABOUT A RESERVATION As in talk to a human being Yet your computer system puts the phone down on,-1
9508,__label__NEUTRAL USAirways Will you pick up your phone then,0
9509,__label__NEUTRAL USAirways  Premier provider of missed connections usairwaysfail,0
9510,__label__POSITIVE USAirways Im sure the people are working very hard but the systems should assist with IVR prompting offering call backs hold wait times,1
9511,__label__POSITIVE USAirways thanks for a subpar travel experience and its not even over yet stepitup,1
9512,__label__POSITIVE USAirways FYI your customer service rep Carol is an absolute delight So pleasant to with with and rebooked me in lightning speed Thanks,1
9513,__label__NEUTRAL USAirways is struggling had me on hold for  minutes kicked me back to the start then said they couldnt handle the amount of calls,0
9514,__label__NEUTRAL USAirways no you call me,0
9515,__label__NEGATIVE USAirways they told me to call back Late Flightr,-1
9516,__label__NEGATIVE USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week,-1
9517,__label__NEGATIVE USAirways thank you but it says the website is down,-1
9518,__label__NEGATIVE USAirways I cant make it to airport roads are to bad in DFW and no one is answering the phones and the website is downHow do I reschedule,-1
9519,__label__NEGATIVE USAirways Pilot pleads to let boarding begin for full flight  while waiting for th flight attendant Denied by mission control Grr,-1
9520,__label__NEGATIVE USAirways website isnt working and I cant talk to any on the phone to check flight status out of dfw Roads are awful and cant get there,-1
9521,__label__NEGATIVE USAirways rebooked for Tuesday Arriving too Late Flight for on Tuesday to start the class Cancelled Flightled the trip,-1
9522,__label__NEUTRAL USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class,0
9523,__label__POSITIVE USAirways  DCABOS Cancelled Flightled after making us wait over an hour If I fly USAir every week can you upgrade my status proactively,1
9524,__label__POSITIVE USAirways DOMINICK L at La Guardia airport NYC gives the absolute best customer service Thanku Checking in made easy,1
9525,__label__NEGATIVE USAirways congrats on treating your customers the worst way possible I know plenty of other ppl who have had horrible experience w you too,-1
9526,__label__NEUTRAL USAirways Going to Manchester UK now im going to miss a wedding You going to rebook that too Why have you chosen to Cancelled Flight my flight,0
9527,__label__POSITIVE USAirways if you DM me we can take this offline Would love more info on location of lost bags Any help is appreciated,1
9528,__label__POSITIVE USAirways thanx but this isnt my first rodeo Done amp done yesterday No results or comm unless u count status bags lost amp claim filed,1
9529,__label__POSITIVE USAirways acnewsguy can you give me a  for US Air in philly to talk to a real person Acarlhotmailcom,1
9530,__label__POSITIVE USAirways would have been nice to be offered in flight credit Especially since Im staring at empty overhead room,1
9531,__label__NEUTRAL USAirways or how about power outlets at your seat if youre gonna keep us siting here forever,0
9532,__label__NEGATIVE USAirways I would appreciate a call regarding a HORRIBLE experience I had with a gate agent Was on hold for  min and then hung on me,-1
9533,__label__NEUTRAL USAirways I understand that and when Im attempting to change the information so they are identical it tells me to call a ,0
9534,__label__NEUTRAL USAirways What is going on with flight  from PHL to PHX  mins to estimated departure nobody has board and no update,0
9535,__label__NEGATIVE USAirways but my bag is still missing,-1
9536,__label__NEGATIVE USAirways Seriously doubt that as I am still sitting inside at the gate,-1
9537,__label__NEGATIVE USAirways Customer service is dead Last wk flts delayedCancelled Flighted Bags lost  days Last nt flt delayedCancelled Flighted  No meal voucher,-1
9538,__label__NEUTRAL USAirways flight US from RICDFW was Cancelled Flightled yesterday amp I was on hold w cust service from pm EST hours no answer,0
9539,__label__NEUTRAL USAirways AmericanAir taking off now if I dont have a private jet to bora bora by the time I land Im calling Oprah,0
9540,__label__POSITIVE USAirways AmericanAir call the number listed sure by next Friday I should get a real live person on the line httptcoTJUuMdD,1
9541,__label__NEGATIVE USAirways thanks for Cancelled Flighting flight  today Now missing required training Not a happy customer,-1
9542,__label__NEUTRAL USAirways Strike Three You guys suck,0
9543,__label__NEUTRAL USAirways  days in a row not buying it I suggest you review your policy w respect to unaccompanied minors should have had a seat on Sun,0
9544,__label__POSITIVE USAirways AmericanAir ok the app doesnt seem to be working just use the mobile site httptcokLfywwMq,1
9545,__label__NEUTRAL USAirways Wife and I flew to Italy recently Bought tickets via Finnair flights operated by USAir Didnt get dividend miles credited,0
9546,__label__NEGATIVE USAirways  hour delay phomia your airline is bad and getting worse Foolish for american to merge  You treat your customers like crap,-1
9547,__label__NEGATIVE USAirways AmericanAir  hours Late Flightr still no email work supervisor needs documentation to approve last minute vacation day request,-1
9548,__label__POSITIVE USAirways AmericanAir  hours on hold got rebooked on a new flight yesterday I asked for a new itineraryconfirmation email to be sent,1
9549,__label__NEUTRAL USAirways heres to sitting on hold for  hrs flight Cancelled Flighted and they disconnect twice fendurself stranded diverted,0
9550,__label__NEGATIVE USAirways Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today explain,-1
9551,__label__NEUTRAL USAirways your phone system is not working at all I have been bumped again so now I am at  times I need to get out of mco,0
9552,__label__NEGATIVE USAirways no my flight plans have been delayed until tuesday due to your computer crash,-1
9553,__label__NEUTRAL USAirways  from PHL to BGM I cannot believe this has happened x in under two weeks,0
9554,__label__NEUTRAL USAirways AmericanAir maam the doors close  mins prior to departure but I was here  mins before laughter from the  agents,0
9555,__label__NEUTRAL USAirways AmericanAir at am after the plane left why were there no agents and why were the doors closed so early,0
9556,__label__POSITIVE USAirways I called more than  times to redeem mile points and cant get through  You advertise the miles but make them very hard to use,1
9557,__label__NEGATIVE USAirways AmericanAir me after arriving at am for a flight scheduled to depart at am doors closed no agents,-1
9558,__label__POSITIVE USAirways I need to speak with a live person Ive had it with the recordings I was told on Sat that wed have our luggage by yest,1
9559,__label__POSITIVE USAirways Thanks for the information,1
9560,__label__NEGATIVE USAirways AmericanAir I need to move a reservation due to weather in the middle part of the US  I would like to change departing airport,-1
9561,__label__NEGATIVE USAirways couldnt be more thankful to your orf and dca crews on the ground and in the air today for help with a sick kid and a lost bag,-1
9562,__label__NEGATIVE USAirways thx for delayed checkin on noon flt to mia then forcing me to take Late Flightr flts which were delayed Cincy to Miami in  hrs fast,-1
9563,__label__NEGATIVE USAirways getting extremely frustrated w the phoneonline service for merging frequent flyer miles,-1
9564,__label__NEGATIVE USAirways already spent  mins today handling this for my minor child Shame on you for treating a  year old girl like this,-1
9565,__label__NEUTRAL USAirways AmericanAir can someone help me with some travel issues today,0
9566,__label__POSITIVE USAirways First the pilot was Late Flight now its maintenance This is EXACTLY what happened two weeks ago Unacceptable,1
9567,__label__POSITIVE USAirways There is nothing on my USAir CC at this point but the email stated I would be charged  Thanks for the reply,1
9568,__label__POSITIVE USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly,1
9569,__label__NEGATIVE USAirways i have never been treated so poorly by an airline in my life as a military family we do alot of flying,-1
9570,__label__POSITIVE USAirways AmericanAir  Burned a lot of time and cell minutes working through this flight issue  hopefully we fly home in the morning,1
9571,__label__NEGATIVE USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,-1
9572,__label__NEUTRAL USAirways amp AmericanAir what are your weight restrictions for carry on luggage Can find measurements but not weight restrictions TIA,0
9573,__label__POSITIVE USAirways i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now,1
9574,__label__NEUTRAL USAirways Ive been on hold for  minutes and counting unacceptable,0
9575,__label__NEUTRAL USAirways Discovered our flight was Cancelled Flightled yesterday at PM  americanairlnes finally notified us our flight was Cancelled Flighted at  AM,0
9576,__label__NEGATIVE USAirways I am appalled My departure with you was all messed up and now on return i am supposed to fly alone with two very sick kids,-1
9577,"__label__POSITIVE USAirways Will tweet all day until I get 
a live cust rep I will make sure the world knows you dont care about your customers health",1
9578,__label__NEUTRAL USAirways Thank you,0
9579,__label__NEUTRAL USAirways   She just called to say its a runway clearing problem of all things,0
9580,__label__POSITIVE USAirways Decided to be a good sport and give you guys another shot Flight delayed Again,1
9581,__label__NEUTRAL USAirways AmericanAir on hold for  hours yesterday wo speaking to an agent on hold again w  phones  mins let the bashing begin,0
9582,__label__NEUTRAL USAirways will all flights out of DFW be Cancelled Flightled today,0
9583,__label__NEUTRAL USAirways can you add my KTN to an existing reservation,0
9584,__label__POSITIVE USAirways please fix the very unproductive check in process at DCA  check in stations and  people working them What a total mess,1
9585,__label__NEGATIVE USAirways I will Is it down or is just me,-1
9586,__label__POSITIVE USAirways Im supposed to fly through Dallas Can you help me get a new itinerary,1
9587,__label__NEUTRAL USAirways Your CLT baggage crew deserves a kudos I had to run to make my connection And my bags still made it CustomerService,0
9588,__label__POSITIVE USAirways Thanks,1
9589,__label__POSITIVE USAirways you denied a mom her AM flight because she NEEDED her breast pumping parts on a full flight Please FIX this ASAP freeflight,1
9590,__label__NEGATIVE USAirways I relied on US Airways and that was my mistake Awful customer experience,-1
9591,__label__NEUTRAL USAirways Thank you The website crashing for me,0
9592,__label__NEGATIVE USAirways On hold hrs after my flight was Cancelled Flightled amp Anthony was beyond rude and not helpful AmericanAir theyre weighing you down,-1
9593,__label__NEGATIVE USAirways Will the nightmare ever end Just found out our flight today is delayed due to ground handling delays affecting a prior flight,-1
9594,__label__POSITIVE USAirways is alright with me Please give Scott F at BDL a bonus for excellent customer service,1
9595,__label__NEUTRAL USAirways  When Youve Got to Get There Weve Got Excuses usairwaysfail,0
9596,__label__NEUTRAL USAirways Im referring to email like this  Just tell people when they GET the upgrade Otherwise we know already httptcoNUvCLMADA,0
9597,__label__POSITIVE USAirways first luggage got stuck in a different city now I get them back today amp one of your employees stole a pair of gloves from me,1
9598,__label__NEUTRAL USAirways  I just reserved a flight with my companion certificate where do I mail the certificate for verification THX,0
9599,__label__POSITIVE USAirways Do your flight schedules to  from Quintana Roo Mexico reflect their newly adopted time zone change to EST,1
9600,__label__POSITIVE USAirways sure knows how to pamper customers they strand abroad badcustomerservice fendyourself youareonyourown httptcoPweudlcZg,1
9601,__label__NEUTRAL USAirways  Maybe You Should Drive usairwaysfail,0
9602,__label__NEUTRAL USAirways  We Suck  And Pass the Savings on to Us usairwaysfail,0
9603,__label__NEUTRAL USAirways thank you for the apology,0
9604,__label__NEUTRAL USAirways Can you help me with a refund  the phone guy couldnt help  The website wont let me submit a reply,0
9605,__label__POSITIVE USAirways We take Late Flight to a whole new level,1
9606,__label__POSITIVE “USAirways hegshmeg O” thank you for that elaborate response,1
9607,__label__NEGATIVE USAirways You guys are screwing up my trip Thanks for nothing lazy,-1
9608,__label__NEGATIVE USAirways Is your refund system down,-1
9609,__label__NEGATIVE usairways Seriously This is ridiculous I shouldnt have to wait a hour for my luggage after I land wtf,-1
9610,__label__NEGATIVE Thats not the case They sent me a email with a link Ill show you USAirways httptcohbCCot,-1
9611,__label__POSITIVE usairways Why are we waiting  min so far for our luggage wannagohome,1
9612,__label__NEGATIVE USAirways the only time I tweet is to tell you how horrible youre attendants are Flight  to LGA I feel in jail,-1
9613,__label__NEUTRAL USAirways hello Anyone there,0
9614,__label__NEGATIVE USAirways forced sections  and  to check their carry on would have packed differently to check my bag Why even allow it pissed,-1
9615,__label__NEUTRAL USAirways Raleigh to Chicago and no firstclass upgrade Must be flying AA the screw USAir Elite after we bailed them out Airline,0
9616,__label__POSITIVE USAirways flt   hrs Late Flight baggage   more hr Now I see they delivered my suitcase wet inside amp out NotHappy,1
9617,__label__POSITIVE USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight,1
9618,__label__NEGATIVE USAirways so she has to take a Late Flightr flight booked by her corporate Disney travel dept as your agent offered little help,-1
9619,__label__NEGATIVE USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else,-1
9620,__label__POSITIVE USAirways as the employee responsible for social media content yes u probably do care however the actions from last night say otherwise,1
9621,__label__NEGATIVE USAirways Flight gets in  minutes early and all goodwill gone when bags arent here  minutes Late Flightr,-1
9622,__label__NEGATIVE USAirways wow awful customer service,-1
9623,__label__POSITIVE USAirways merging with American will negatively affect your quality and integrity I will no longer fly with you because of it,1
9624,__label__POSITIVE USAirways How many agents do you have working to handle the thousands of calls,1
9625,__label__POSITIVE USAirways YOU ARE THE BEST YOU ARE AMAZING FOLLOW ME PLEASEfoldedhandsfoldedhands,1
9626,__label__NEUTRAL USAirways flight  is delayed so will miss connecting flight  can you please help with alternate Thank you,0
9627,__label__NEUTRAL USAirways  thank you for asking,0
9628,__label__NEGATIVE USAirways three hour wait and counting waiting for reservations on the phone Are you serious,-1
9629,__label__POSITIVE USAirways on a happy note our  crew is wonderful Cant say enough great things about our pilot Hes doing all he can for us,1
9630,__label__NEGATIVE USAirways What a mess caused by the computer systems Flight  in  hours Late Flight and now no gate for us Est  min wait,-1
9631,__label__NEGATIVE USAirways Storm or no storm your customer service is a joke  hour wait time to speak to someone I will never fly your airline again,-1
9632,__label__NEUTRAL USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago Please contact me,0
9633,__label__POSITIVE USAirways Ive flown  figured worth of miles in my lifetime  This was my first and last ever flight on US Airways,1
9634,__label__NEUTRAL USAirways pls get me back to Tallahassee no one should ever have to be stranded in Gainesville for this longunamusedface,0
9635,__label__NEGATIVE USAirways your a miserable airline and your loss of revenue is a reflection of that  Go extinct  A merger only delays the inevitable,-1
9636,__label__NEUTRAL USAirways What was the point of the merger  Why not just go out of business if your not turning a profit anymore,0
9637,__label__POSITIVE USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form  You guys are the best ,1
9638,__label__POSITIVE USAirways Finally got ahold of an Agent after another hour Thanks for the follow up  Recommend a call back feature,1
9639,__label__NEUTRAL USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR,0
9640,__label__NEGATIVE USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN,-1
9641,__label__POSITIVE USAirways cannot add my frequent flyer number on your website  Can you help,1
9642,__label__NEGATIVE USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems,-1
9643,__label__NEGATIVE USAirways Please dont trivialize me  This is a joke not a slow day or slow experience,-1
9644,__label__NEGATIVE USAirways And how do you only have  agent at PHX customer service desk when an hour ago the line was over  people long,-1
9645,__label__NEGATIVE USAirways sorry doesnt help  Its midnight PST  How in the hell am I still on hold after  minutes on customer service line,-1
9646,__label__NEUTRAL USAirways Like I thought this was America  When did US Airways start operating under the rules of communist Russia,0
9647,__label__POSITIVE USAirways you guys should be nice and just give your routes to jet blue and southwest  At least they treat their customers properly,1
9648,__label__POSITIVE USAirways But nope  Apparently this is the way you guys do business  I guess Im flying southwest and her blue from now on,1
9649,__label__NEGATIVE USAirways I keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to Reno tonight,-1
9650,__label__NEUTRAL USAirways theres over  people in line and only one agent,0
9651,__label__NEUTRAL USAirways And by the way Im planning it while Ive Ben waiting in the line at customer service in PHXfor over an hour,0
9652,__label__NEUTRAL USAirways Already planning my local boycott for Washington DC Area,0
9653,__label__NEUTRAL USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways,0
9654,__label__NEGATIVE USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me,-1
9655,__label__NEGATIVE USAirways you guys are the worst airline Ive ever dealt with  No notifications no keeping customers updated  Terrible service,-1
9656,__label__POSITIVE USAirways hey guys  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at  pm PST,1
9657,__label__POSITIVE USAirways PDQuigley any progress Good luck Patrick,1
9658,__label__POSITIVE USAirways landonschott hes fine he really likes picking his own seat,1
9659,__label__NEGATIVE USAirways is the worst airline to ever travel with,-1
9660,__label__POSITIVE USAirways has to be the most lazy inconsiderate and unprofessional airline that I have ever traveled,1
9661,__label__NEUTRAL USAirways Do you have any pride in your service Any concerns for my wife and everyone else on that flight Or you just dont care,0
9662,__label__NEGATIVE USAirways now U horrible people say you have no where for her to sleep,-1
9663,__label__NEUTRAL USAirways whos in charge of your company My wife missed her connection to CA you sent her luggage on another flight,0
9664,__label__NEUTRAL USAirways the call hung up on me,0
9665,__label__NEUTRAL USAirways got this message on your site to call about my flight  just gave up after being on hold for  HOURS httptcocDXROAE,0
9666,__label__POSITIVE USAirways usairways lost a passenger today for not upholding their promise of excellent customer service,1
9667,__label__NEGATIVE USAirways yet again your staff in Philadelphia  failed to send my luggage home with me alwayshappensthere angrytraveler,-1
9668,__label__NEGATIVE USAirways  ok my th try todaygiving up at am after  minute hold time terrible httptcoPsQRPSiL,-1
9669,__label__NEUTRAL Number or email Thats the purpose of sending you a tweet USAirways,0
9670,__label__NEGATIVE USAirways Thank you Ill do that next time,-1
9671,__label__NEUTRAL USAirways it still says that I cant check into my flight because the information is incorrect but everything is entered correctly,0
9672,__label__POSITIVE USAirways this says it was estimated to leave an hour ago it hasnt left yet so thanks for this useful information TheWorstAirline,1
9673,__label__NEUTRAL USAirways your customer service is horrendous Between the way employees speak customers and their lack of care for problems with flights,0
9674,__label__NEUTRAL USAirways had mom sit for  hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flightno compensation Ugh,0
9675,__label__NEUTRAL USAirways does anyone from your airline know how to do their job,0
9676,__label__NEGATIVE USAirways Has To Be THE WORST Airline Of All Timepoutingfacepoutingface,-1
9677,__label__NEGATIVE USAirways denied me standby bc of checked bag in cvg  to Phl  so I had to take delayed   hrs Late Flightrexcept u lost bag in cvg,-1
9678,__label__POSITIVE USAirways you reminded me today why I fly SouthwestAir,1
9679,__label__POSITIVE USAirways looks like our bag has been rescued Thanks,1
9680,__label__NEGATIVE USAirways  Ive been trying to get through to book a reservation and the system will not let me through Day  ridiculous,-1
9681,__label__NEGATIVE USAirways you are the worst,-1
9682,__label__NEUTRAL USAirways making folks run from gate C to A to B with NO EXPLANATION and zero carts to transfer elderly and handicap PHL,0
9683,__label__NEGATIVE USAirways have been waiting in an airplane for a total of  hours to take off between  flights todaythis usually doesnt happen,-1
9684,__label__NEGATIVE USAirways not given option for new flight Why cant we get a plane PHLMIA years as an eventprof this is worst travel experience ever,-1
9685,__label__NEGATIVE USAirways doesnt let u do stand by on flight due to checked bag causing u to get in  hours Late Flightr only to get to PHL amp bag didnt make it,-1
9686,__label__NEUTRAL USAirways and AmericanAir arent as merged as the marketing departments would have us believe Maybe Delta or united can get me home,0
9687,__label__NEGATIVE USAirways absolutely worst experience of my life at PHL  hrs  failed departure  gates and ZERO communication or help,-1
9688,__label__NEUTRAL USAirways AmericanAir as soon as I call customer service to speak to a representative I am disconnected,0
9689,__label__NEUTRAL USAirways AmericanAir have been trying to call customer service since pm After an hour was disconnected Spoke to no one,0
9690,__label__NEUTRAL USAirways give us no information and an attitude,0
9691,__label__NEUTRAL USAirways Looking for some help to recover an item I left on an airplane this evening,0
9692,__label__NEGATIVE USAirways attendants at the gate Enjoyed watching the other flight to our destination take off before having a horrible attendant give us,-1
9693,__label__NEUTRAL USAirways now has stranded is in Miami without updating any of the departure boards and once they Cancelled Flightled the flight there was no,0
9694,__label__NEGATIVE USAirways you are absolutely terrible at managing these delays Been delayed and undelayed and delayed  times now  AM office hours,-1
9695,__label__NEGATIVE USAirways AmericanAir have the most rude unreliable horrible company with equally rude unreliable and horrible employees Stay tuned,-1
9696,__label__NEUTRAL USAirways PHL why does it take an hour to offload bags especially after taking  min to get a jetway to get off plane after landing,0
9697,__label__NEUTRAL USAirways flight  Philly gt Mia Bwahahaha Delayed  hrs were in the air  mins then turned back around usairwaysfail,0
9698,__label__NEGATIVE USAirways Im tired of paying for luggage amp less than stellar customer service AmericanAir notafanofyourmerger,-1
9699,__label__POSITIVE USAirways have you heard about the debacle at DCA What is happening with our New Orleans flight wewanttoknow,1
9700,__label__NEGATIVE USAirways I think its a little weak sauce you have zero inflight entertainment for a  hour flight from Salt Lake to Philadelphia,-1
9701,__label__POSITIVE USAirways we flew out through and into good weather when we landed  another technical issue with gate improve service or lose customers,1
9702,__label__NEUTRAL USAirways  is stranding your customers not reFlight Booking Problems them and then not answering the phone the way you treat Platinum members,0
9703,__label__NEUTRAL USAirways I made a reservation online but I didnt receive any confirmation email My bank said the transaction went through Can u help,0
9704,__label__NEGATIVE USAirways This is the worst flying experience of my life Flight scheduled for departure at pm from Phl  hrs Late Flightr guess where I am,-1
9705,__label__NEUTRAL USAirways Have you issued a Memphis travel advisory for tomorrow Winter weather coming through now,0
